SGB_id type
SGB_3579 uSGB
SGB_3580 uSGB
SGB_3581 uSGB
SGB_3582 uSGB
SGB_3583 uSGB
SGB_3584 kSGB
SGB_3585 kSGB
SGB_3586 kSGB
SGB_3587 uSGB
SGB_3588 kSGB
SGB_3589 kSGB
