sample_id	MAGs(HQ&MQ)	uMAGs	kMAGs	studys	country	oral_site
RSZYD18187203	18	2	16	4D_SZ	China	saliva
ERR589517	24	4	20	ZhangX_2015	China	dental
RSZYD18078637	11	1	10	4D_SZ	China	saliva
RSZYD18187184	44	5	39	4D_SZ	China	saliva
RDPYD18088848	14	0	14	4D_SZ	China	saliva
RSZYD18078114	8	2	6	4D_SZ	China	saliva
RDPYD18089270	33	5	28	4D_SZ	China	tongue
RSZYD18088546	21	2	19	4D_SZ	China	tongue
SRR6748109	8	2	6	GoltsmanDSA_2018	USA	saliva
ERR589357	45	8	37	ZhangX_2015	China	dental
RDPYD18189896	23	5	18	4D_SZ	China	saliva
RSZYD18187909	25	5	20	4D_SZ	China	saliva
YS001128	10	2	8	Yunnan	China	saliva
YS000162	6	1	5	Yunnan	China	saliva
ERR589656	26	7	19	ZhangX_2015	China	dental
RSZYD18078171	12	1	11	4D_SZ	China	saliva
RSZYD18187170	10	0	10	4D_SZ	China	saliva
SRR6748206	2	0	2	GoltsmanDSA_2018	USA	saliva
YS000206	9	1	8	Yunnan	China	saliva
RSZYD18078433	8	0	8	4D_SZ	China	saliva
RDPYD18189954	9	1	8	4D_SZ	China	saliva
ERR2765008	2	0	2	ZellerG_2014	France	saliva
RSZYD18187587	28	5	23	4D_SZ	China	saliva
RSZYD18187880	3	0	3	4D_SZ	China	saliva
RDPYD18088991	23	2	21	4D_SZ	China	tongue
ERR2764907	4	0	4	ZellerG_2014	France	saliva
RSZYD18187553	7	3	4	4D_SZ	China	saliva
SRR8114030	9	1	8	Heintz_2016	Luxembourg	saliva
RSZYD18187121	3	1	2	4D_SZ	China	saliva
SRR6748096	2	1	1	GoltsmanDSA_2018	USA	saliva
RSZYD18187366	3	0	3	4D_SZ	China	saliva
ERR2764930	6	0	6	ZellerG_2014	France	saliva
SRS475972	7	3	4	IlanaB_2019	Fiji	saliva
RSZYD18187019	11	1	10	4D_SZ	China	saliva
ERR589423	4	4	0	ZhangX_2015	China	saliva
RSZYD18078269	16	1	15	4D_SZ	China	saliva
RDPYD18300348	22	3	19	4D_SZ	China	saliva
SRR8114059	1	0	1	Heintz_2016	Luxembourg	saliva
RSZYD18078549	2	0	2	4D_SZ	China	saliva
RDPYD18079679	25	3	22	4D_SZ	China	tongue
YS000288	16	3	13	Yunnan	China	saliva
RSZYD18187007	14	0	14	4D_SZ	China	saliva
RDPYD18089315	38	5	33	4D_SZ	China	tongue
RDPYD18189861	22	4	18	4D_SZ	China	saliva
ERR2764957	8	0	8	ZellerG_2014	France	saliva
ERR2764841	12	1	11	ZellerG_2014	Germany	saliva
RSZYD18078264	11	1	10	4D_SZ	China	saliva
RSZYD18078063	5	0	5	4D_SZ	China	saliva
RSZYD18078501	5	1	4	4D_SZ	China	saliva
RSZYD18187086	7	0	7	4D_SZ	China	saliva
RSZYD18187558	25	3	22	4D_SZ	China	saliva
RSZYD18187214	11	3	8	4D_SZ	China	saliva
RDPYD18088947	28	3	25	4D_SZ	China	tongue
RSZYD18078489	37	6	31	4D_SZ	China	saliva
RSZYD18187549	2	0	2	4D_SZ	China	saliva
YS000229	8	2	6	Yunnan	China	saliva
YS000050	4	0	4	Yunnan	China	saliva
RSZYD18078315	20	1	19	4D_SZ	China	saliva
ERR2764863	7	0	7	ZellerG_2014	France	saliva
RDPYD18088838	24	2	22	4D_SZ	China	saliva
RDPYD18300404	8	1	7	4D_SZ	China	saliva
RSZYD18078557	15	3	12	4D_SZ	China	saliva
RSZYD18187171	19	6	13	4D_SZ	China	saliva
RDPYD18088872	28	3	25	4D_SZ	China	tongue
RSZYD18187711	18	0	18	4D_SZ	China	saliva
RSZYD18187809	12	1	11	4D_SZ	China	saliva
RDPYD18300382	23	1	22	4D_SZ	China	saliva
YS000219	12	4	8	Yunnan	China	saliva
ERR2764801	3	0	3	ZellerG_2014	Germany	saliva
RDPYD18088965	11	1	10	4D_SZ	China	saliva
RSZYD18187864	10	2	8	4D_SZ	China	saliva
YS000019	4	0	4	Yunnan	China	saliva
ERR589676	27	4	23	ZhangX_2015	China	saliva
RSZYD18187393	16	2	14	4D_SZ	China	saliva
RSZYD18187344	31	5	26	4D_SZ	China	saliva
ERR589627	37	5	32	ZhangX_2015	China	dental
RSZYD18078253	31	5	26	4D_SZ	China	saliva
RDPYD18093607	18	0	18	4D_SZ	China	saliva
RSZYD18187155	10	0	10	4D_SZ	China	saliva
YS001152	7	1	6	Yunnan	China	saliva
RSZYD18187394	7	4	3	4D_SZ	China	saliva
RSZYD18078657	5	0	5	4D_SZ	China	saliva
RSZYD18187435	4	0	4	4D_SZ	China	saliva
YS000981	1	0	1	Yunnan	China	saliva
RSZYD18187329	9	1	8	4D_SZ	China	saliva
RSZYD18078197	4	0	4	4D_SZ	China	saliva
ERR589433	34	7	27	ZhangX_2015	China	saliva
RDPYD18089366	20	0	20	4D_SZ	China	tongue
RDPYD18300374	4	0	4	4D_SZ	China	saliva
YS000546	8	1	7	Yunnan	China	saliva
YS000599	20	4	16	Yunnan	China	saliva
RDPYD18189890	10	2	8	4D_SZ	China	saliva
RDPYD18089323	30	3	27	4D_SZ	China	tongue
RDPYD18300198	17	0	17	4D_SZ	China	saliva
RDPYD18089025	28	3	25	4D_SZ	China	tongue
RDPYD18088897	25	5	20	4D_SZ	China	tongue
YS000978	3	0	3	Yunnan	China	saliva
YS000984	1	0	1	Yunnan	China	saliva
YS000544	16	3	13	Yunnan	China	saliva
RSZYD18078316	11	4	7	4D_SZ	China	saliva
SRS475535	5	0	5	IlanaB_2019	Fiji	saliva
SRR8114018	2	1	1	Heintz_2016	Luxembourg	saliva
RSZYD18078246	11	0	11	4D_SZ	China	saliva
RSZYD18187629	18	1	17	4D_SZ	China	saliva
RDPYD18189908	8	1	7	4D_SZ	China	saliva
YS000909	7	2	5	Yunnan	China	saliva
RSZYD18187704	19	2	17	4D_SZ	China	saliva
ERR589368	37	4	33	ZhangX_2015	China	dental
YS000212	15	2	13	Yunnan	China	saliva
ERR589462	29	14	15	ZhangX_2015	China	dental
RDPYD18190862	36	6	30	4D_SZ	China	tongue
RDPYD18300354	13	1	12	4D_SZ	China	saliva
YS000683	10	1	9	Yunnan	China	saliva
RDPYD18300250	5	0	5	4D_SZ	China	saliva
YS000297	2	0	2	Yunnan	China	saliva
RSZYD18093178	22	3	19	4D_SZ	China	tongue
SRR6748093	6	1	5	GoltsmanDSA_2018	USA	saliva
RDPYD18089328	9	1	8	4D_SZ	China	tongue
ERR2764940	3	0	3	ZellerG_2014	France	saliva
RSZYD18187699	18	2	16	4D_SZ	China	saliva
RSZYD18187008	10	2	8	4D_SZ	China	saliva
RDPYD18300269	16	0	16	4D_SZ	China	saliva
SRS476011	1	0	1	IlanaB_2019	Fiji	saliva
ERR2764818	4	1	3	ZellerG_2014	Germany	saliva
RSZYD18078250	2	0	2	4D_SZ	China	saliva
RDPYD18300317	9	1	8	4D_SZ	China	saliva
RSZYD18078685	14	1	13	4D_SZ	China	saliva
RSZYD18187449	9	1	8	4D_SZ	China	saliva
YS000622	12	1	11	Yunnan	China	saliva
RSZYD18187516	6	1	5	4D_SZ	China	saliva
RSZYD18187115	38	9	29	4D_SZ	China	saliva
ERR2764910	4	0	4	ZellerG_2014	France	saliva
RSZYD18187157	16	3	13	4D_SZ	China	saliva
RSZYD18187985	4	1	3	4D_SZ	China	saliva
ERR589602	25	5	20	ZhangX_2015	China	dental
ERR589603	19	3	16	ZhangX_2015	China	dental
RSZYD18078750	17	3	14	4D_SZ	China	saliva
RSZYD18187183	39	3	36	4D_SZ	China	saliva
YS000656	5	0	5	Yunnan	China	saliva
ERR2764872	2	0	2	ZellerG_2014	France	saliva
RSZYD18078760	13	1	12	4D_SZ	China	saliva
RSZYD18078520	5	0	5	4D_SZ	China	saliva
RSZYD18078532	13	0	13	4D_SZ	China	saliva
RDPYD18088882	14	2	12	4D_SZ	China	tongue
RSZYD18187317	10	1	9	4D_SZ	China	saliva
RDPYD18089246	22	7	15	4D_SZ	China	tongue
ERR589726	21	3	18	ZhangX_2015	China	saliva
RDPYD18089264	23	1	22	4D_SZ	China	tongue
RSZYD18187235	13	1	12	4D_SZ	China	saliva
RDPYD18300302	3	1	2	4D_SZ	China	saliva
YS000417	16	1	15	Yunnan	China	saliva
SRS476174	1	0	1	IlanaB_2019	Fiji	saliva
ERR2764992	5	1	4	ZellerG_2014	France	saliva
ERR589681	25	4	21	ZhangX_2015	China	saliva
ERR2764989	3	1	2	ZellerG_2014	France	saliva
YS000527	16	6	10	Yunnan	China	saliva
RSZYD18187485	27	4	23	4D_SZ	China	saliva
SRR6748080	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18078631	7	1	6	4D_SZ	China	saliva
RDPYD18189907	16	2	14	4D_SZ	China	saliva
SRS476088	5	2	3	IlanaB_2019	Fiji	saliva
RDPYD18089047	25	4	21	4D_SZ	China	tongue
RDPYD18190855	22	3	19	4D_SZ	China	tongue
RSZYD18187404	9	3	6	4D_SZ	China	saliva
RSZYD18078421	19	1	18	4D_SZ	China	saliva
ERR589415	13	3	10	ZhangX_2015	China	saliva
RDPYD18300341	14	5	9	4D_SZ	China	saliva
RSZYD18078178	10	1	9	4D_SZ	China	saliva
ERR589411	16	5	11	ZhangX_2015	China	saliva
SRR6748224	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18187430	3	0	3	4D_SZ	China	saliva
SRR6748021	1	1	0	GoltsmanDSA_2018	USA	saliva
RSZYD18078285	12	2	10	4D_SZ	China	saliva
RSZYD18078811	14	0	14	4D_SZ	China	saliva
RSZYD18078348	5	0	5	4D_SZ	China	saliva
RSZYD18187330	40	8	32	4D_SZ	China	saliva
RDPYD18189935	1	0	1	4D_SZ	China	saliva
ERR2764981	4	0	4	ZellerG_2014	France	saliva
ERR2764836	5	1	4	ZellerG_2014	Germany	saliva
YS000457	12	1	11	Yunnan	China	saliva
YS000351	11	3	8	Yunnan	China	saliva
RSZYD18187551	7	0	7	4D_SZ	China	saliva
RSZYD18187026	3	0	3	4D_SZ	China	saliva
ERR589393	7	1	6	ZhangX_2015	China	saliva
RSZYD18078722	1	0	1	4D_SZ	China	saliva
YS000467	12	3	9	Yunnan	China	saliva
SRR6748195	2	0	2	GoltsmanDSA_2018	USA	saliva
RSZYD18078258	34	6	28	4D_SZ	China	saliva
RSZYD18187619	16	2	14	4D_SZ	China	saliva
RSZYD18187712	10	0	10	4D_SZ	China	saliva
RSZYD18187188	12	0	12	4D_SZ	China	saliva
RDPYD18089033	30	7	23	4D_SZ	China	tongue
RSZYD18078736	29	8	21	4D_SZ	China	saliva
RSZYD18187354	33	4	29	4D_SZ	China	saliva
ERR2764980	4	0	4	ZellerG_2014	France	saliva
YS000153	10	1	9	Yunnan	China	saliva
RDPYD18300203	27	3	24	4D_SZ	China	saliva
ERR2764796	6	3	3	ZellerG_2014	Germany	saliva
RSZYD18187652	26	3	23	4D_SZ	China	saliva
RSZYD18078058	7	0	7	4D_SZ	China	saliva
RDPYD18089002	25	4	21	4D_SZ	China	tongue
ERR589638	26	2	24	ZhangX_2015	China	dental
RSZYD18187033	5	0	5	4D_SZ	China	saliva
RDPYD18300347	11	1	10	4D_SZ	China	saliva
RDPYD18189920	32	3	29	4D_SZ	China	saliva
RDPYD18300283	4	0	4	4D_SZ	China	saliva
RDPYD18093601	5	1	4	4D_SZ	China	saliva
RSZYD18078536	16	1	15	4D_SZ	China	saliva
RDPYD18300058	13	3	10	4D_SZ	China	saliva
RDPYD18189951	11	1	10	4D_SZ	China	saliva
ERR589389	6	1	5	ZhangX_2015	China	saliva
RDPYD18088858	9	1	8	4D_SZ	China	saliva
RSZYD18078095	21	3	18	4D_SZ	China	saliva
ERR589455	21	3	18	ZhangX_2015	China	dental
RDPYD18300290	5	1	4	4D_SZ	China	saliva
RSZYD18187131	21	3	18	4D_SZ	China	saliva
RSZYD18078582	25	4	21	4D_SZ	China	saliva
RSZYD18078748	33	4	29	4D_SZ	China	saliva
RDPYD18088889	25	3	22	4D_SZ	China	tongue
RSZYD18078117	3	0	3	4D_SZ	China	saliva
RSZYD18187069	7	2	5	4D_SZ	China	saliva
RSZYD18078065	12	3	9	4D_SZ	China	saliva
RDPYD18088920	33	3	30	4D_SZ	China	tongue
ERR2764822	3	1	2	ZellerG_2014	Germany	saliva
RSZYD18187971	14	3	11	4D_SZ	China	saliva
YS000039	5	0	5	Yunnan	China	saliva
RDPYD18300085	8	1	7	4D_SZ	China	saliva
ERR2764843	5	1	4	ZellerG_2014	France	saliva
RDPYD18089267	19	3	16	4D_SZ	China	tongue
RDPYD18189845	15	1	14	4D_SZ	China	saliva
RDPYD18089012	17	1	16	4D_SZ	China	tongue
YS000621	2	0	2	Yunnan	China	saliva
RSZYD18187023	15	1	14	4D_SZ	China	saliva
RSZYD18078146	19	2	17	4D_SZ	China	saliva
RDPYD18300138	9	1	8	4D_SZ	China	saliva
RDPYD18089333	17	0	17	4D_SZ	China	tongue
SRR8114057	3	0	3	Heintz_2016	Luxembourg	saliva
RDPYD18300256	8	0	8	4D_SZ	China	saliva
RSZYD18187775	2	0	2	4D_SZ	China	saliva
RSZYD18187642	1	1	0	4D_SZ	China	saliva
RSZYD18187141	20	2	18	4D_SZ	China	saliva
RDPYD18300335	2	0	2	4D_SZ	China	saliva
SRR8114073	11	2	9	Heintz_2016	Luxembourg	saliva
RDPYD18088913	22	4	18	4D_SZ	China	tongue
RSZYD18078513	4	1	3	4D_SZ	China	saliva
SRR8114052	21	1	20	Heintz_2016	Luxembourg	saliva
RSZYD18187604	33	5	28	4D_SZ	China	saliva
RDPYD18089292	28	5	23	4D_SZ	China	tongue
RSZYD18078669	2	0	2	4D_SZ	China	saliva
RDPYD18300379	24	2	22	4D_SZ	China	saliva
RSZYD18078208	8	2	6	4D_SZ	China	saliva
RDPYD18088895	26	2	24	4D_SZ	China	tongue
RDPYD18300365	19	3	16	4D_SZ	China	saliva
RSZYD18078603	3	0	3	4D_SZ	China	saliva
ERR589707	22	5	17	ZhangX_2015	China	saliva
YS000387	11	1	10	Yunnan	China	saliva
RDPYD18300264	4	1	3	4D_SZ	China	saliva
RSZYD18078047	16	2	14	4D_SZ	China	saliva
YS000337	3	2	1	Yunnan	China	saliva
RDPYD18088923	25	3	22	4D_SZ	China	tongue
RSZYD18187154	18	3	15	4D_SZ	China	saliva
RSZYD18078700	27	4	23	4D_SZ	China	saliva
RSZYD18078628	6	2	4	4D_SZ	China	saliva
YS000348	11	2	9	Yunnan	China	saliva
RSZYD18078188	13	3	10	4D_SZ	China	saliva
SRR6748161	7	1	6	GoltsmanDSA_2018	USA	saliva
RDPYD18075185	29	5	24	4D_SZ	China	saliva
RDPYD18190850	34	2	32	4D_SZ	China	tongue
RDPYD18300011	7	1	6	4D_SZ	China	saliva
YS000024	8	1	7	Yunnan	China	saliva
RDPYD18300042	10	1	9	4D_SZ	China	saliva
SRR6748159	9	1	8	GoltsmanDSA_2018	USA	saliva
RDPYD18089373	17	0	17	4D_SZ	China	tongue
RSZYD18187541	20	4	16	4D_SZ	China	saliva
ERR589421	26	6	20	ZhangX_2015	China	saliva
RSZYD18187445	4	1	3	4D_SZ	China	saliva
RSZYD18187511	33	3	30	4D_SZ	China	saliva
RSZYD18187966	10	2	8	4D_SZ	China	saliva
RSZYD18187260	9	2	7	4D_SZ	China	saliva
RSZYD18078707	9	1	8	4D_SZ	China	saliva
YS000594	12	3	9	Yunnan	China	saliva
RSZYD18187487	30	3	27	4D_SZ	China	saliva
YS001072	4	0	4	Yunnan	China	saliva
RSZYD18187828	4	0	4	4D_SZ	China	saliva
RSZYD18187859	10	3	7	4D_SZ	China	saliva
RDPYD18089309	26	5	21	4D_SZ	China	tongue
RSZYD18187673	23	4	19	4D_SZ	China	saliva
YS000049	2	1	1	Yunnan	China	saliva
RSZYD18078175	20	3	17	4D_SZ	China	saliva
RDPYD18089001	27	4	23	4D_SZ	China	tongue
RDPYD18088997	23	2	21	4D_SZ	China	tongue
ERR589437	5	0	5	ZhangX_2015	China	saliva
RDPYD18300053	4	0	4	4D_SZ	China	saliva
RDPYD18300310	21	7	14	4D_SZ	China	saliva
RSZYD18187298	12	0	12	4D_SZ	China	saliva
RSZYD18088557	33	5	28	4D_SZ	China	tongue
ERR2764945	5	2	3	ZellerG_2014	France	saliva
RSZYD18078494	5	1	4	4D_SZ	China	saliva
YS000605	10	1	9	Yunnan	China	saliva
RSZYD18088563	9	4	5	4D_SZ	China	tongue
RDPYD18189842	10	3	7	4D_SZ	China	saliva
YS000394	14	1	13	Yunnan	China	saliva
YS000321	8	0	8	Yunnan	China	saliva
RDPYD18300285	3	0	3	4D_SZ	China	saliva
YS001151	8	2	6	Yunnan	China	saliva
RSZYD18078434	24	3	21	4D_SZ	China	saliva
RDPYD18088857	9	1	8	4D_SZ	China	saliva
RSZYD18187606	11	1	10	4D_SZ	China	saliva
ERR589497	10	1	9	ZhangX_2015	China	saliva
RSZYD18187643	11	1	10	4D_SZ	China	saliva
RSZYD18187661	4	0	4	4D_SZ	China	saliva
RSZYD18078567	8	2	6	4D_SZ	China	saliva
YS000611	4	1	3	Yunnan	China	saliva
RDPYD18189884	31	5	26	4D_SZ	China	saliva
RSZYD18078548	12	1	11	4D_SZ	China	saliva
RSZYD18078354	15	2	13	4D_SZ	China	saliva
SRR6748225	4	0	4	GoltsmanDSA_2018	USA	saliva
RSZYD18187346	8	1	7	4D_SZ	China	saliva
RSZYD18078491	4	1	3	4D_SZ	China	saliva
RDPYD18088929	22	1	21	4D_SZ	China	tongue
YS000971	4	1	3	Yunnan	China	saliva
YS000265	3	0	3	Yunnan	China	saliva
RSZYD18187091	8	2	6	4D_SZ	China	saliva
ERR589451	1	0	1	ZhangX_2015	China	saliva
YS000551	10	2	8	Yunnan	China	saliva
RSZYD18187080	14	0	14	4D_SZ	China	saliva
RSZYD18187247	7	0	7	4D_SZ	China	saliva
RDPYD18300068	9	0	9	4D_SZ	China	saliva
RSZYD18187096	8	1	7	4D_SZ	China	saliva
ERR2764839	10	1	9	ZellerG_2014	Germany	saliva
YS000916	6	2	4	Yunnan	China	saliva
RDPYD18189862	25	3	22	4D_SZ	China	saliva
RSZYD18187515	5	0	5	4D_SZ	China	saliva
RDPYD18189980	9	1	8	4D_SZ	China	saliva
RSZYD18078357	13	2	11	4D_SZ	China	saliva
RSZYD18078085	8	3	5	4D_SZ	China	saliva
RDPYD18300294	17	2	15	4D_SZ	China	saliva
RSZYD18187900	14	1	13	4D_SZ	China	saliva
RDPYD18300078	16	3	13	4D_SZ	China	saliva
ERR589385	14	2	12	ZhangX_2015	China	saliva
RSZYD18078437	26	3	23	4D_SZ	China	saliva
RSZYD18187208	12	0	12	4D_SZ	China	saliva
YS000521	5	0	5	Yunnan	China	saliva
RSZYD18187101	3	1	2	4D_SZ	China	saliva
ERR589490	16	1	15	ZhangX_2015	China	saliva
RDPYD18189888	9	2	7	4D_SZ	China	saliva
RDPYD18088894	24	3	21	4D_SZ	China	tongue
RDPYD18079680	22	2	20	4D_SZ	China	tongue
YS000057	16	1	15	Yunnan	China	saliva
RDPYD18089272	32	3	29	4D_SZ	China	tongue
RDPYD18088898	18	3	15	4D_SZ	China	tongue
RSZYD18078531	11	1	10	4D_SZ	China	saliva
RSZYD18187490	13	1	12	4D_SZ	China	saliva
RSZYD18078312	14	2	12	4D_SZ	China	saliva
ERR2764845	1	0	1	ZellerG_2014	France	saliva
RDPYD18088902	24	2	22	4D_SZ	China	tongue
RDPYD18089020	14	1	13	4D_SZ	China	tongue
ERR2764825	2	0	2	ZellerG_2014	Germany	saliva
RSZYD18187242	18	2	16	4D_SZ	China	saliva
RDPYD18189912	13	1	12	4D_SZ	China	saliva
ERR589695	15	4	11	ZhangX_2015	China	saliva
RDPYD18075186	14	2	12	4D_SZ	China	saliva
RDPYD18189870	11	3	8	4D_SZ	China	saliva
RSZYD18187314	1	0	1	4D_SZ	China	saliva
ERR2764866	7	0	7	ZellerG_2014	France	saliva
YS001091	3	0	3	Yunnan	China	saliva
YS000378	1	0	1	Yunnan	China	saliva
RSZYD18078794	2	0	2	4D_SZ	China	saliva
YS000612	15	3	12	Yunnan	China	saliva
SRS475964	4	0	4	IlanaB_2019	Fiji	saliva
YS000598	6	1	5	Yunnan	China	saliva
RDPYD18189985	14	5	9	4D_SZ	China	saliva
RDPYD18189906	25	3	22	4D_SZ	China	saliva
RSZYD18187084	10	2	8	4D_SZ	China	saliva
RDPYD18088801	13	2	11	4D_SZ	China	saliva
YS000478	10	4	6	Yunnan	China	saliva
ERR589481	24	6	18	ZhangX_2015	China	dental
RDPYD18189849	9	0	9	4D_SZ	China	saliva
RSZYD18078511	5	0	5	4D_SZ	China	saliva
RDPYD18088816	9	2	7	4D_SZ	China	saliva
RSZYD18078514	6	1	5	4D_SZ	China	saliva
RSZYD18078577	32	5	27	4D_SZ	China	saliva
YS000159	10	3	7	Yunnan	China	saliva
RSZYD18187058	11	1	10	4D_SZ	China	saliva
RDPYD18088977	26	3	23	4D_SZ	China	saliva
RDPYD18300358	16	3	13	4D_SZ	China	saliva
ERR589731	24	4	20	ZhangX_2015	China	saliva
RSZYD18078544	6	0	6	4D_SZ	China	saliva
RDPYD18300408	11	2	9	4D_SZ	China	saliva
RSZYD18078606	14	2	12	4D_SZ	China	saliva
YS000025	12	1	11	Yunnan	China	saliva
RSZYD18187695	34	5	29	4D_SZ	China	saliva
RDPYD18089316	27	8	19	4D_SZ	China	tongue
RSZYD18187905	12	2	10	4D_SZ	China	saliva
RSZYD18187655	11	0	11	4D_SZ	China	saliva
RSZYD18187560	18	2	16	4D_SZ	China	saliva
RSZYD18187727	8	1	7	4D_SZ	China	saliva
SRR8114062	8	1	7	Heintz_2016	Luxembourg	saliva
RDPYD18089296	28	3	25	4D_SZ	China	tongue
YS000485	9	2	7	Yunnan	China	saliva
SRR8114042	4	0	4	Heintz_2016	Luxembourg	saliva
ERR589409	13	2	11	ZhangX_2015	China	saliva
ERR2764903	11	2	9	ZellerG_2014	France	saliva
RDPYD18300387	8	2	6	4D_SZ	China	saliva
RSZYD18078499	4	1	3	4D_SZ	China	saliva
RSZYD18187401	21	1	20	4D_SZ	China	saliva
YS000935	9	3	6	Yunnan	China	saliva
RSZYD18187021	18	3	15	4D_SZ	China	saliva
ERR589609	25	2	23	ZhangX_2015	China	dental
YS000541	4	2	2	Yunnan	China	saliva
RDPYD18079665	29	4	25	4D_SZ	China	tongue
RSZYD18088540	36	1	35	4D_SZ	China	tongue
RDPYD18300332	13	1	12	4D_SZ	China	saliva
YS000312	7	0	7	Yunnan	China	saliva
RSZYD18078116	11	2	9	4D_SZ	China	saliva
YS001035	13	0	13	Yunnan	China	saliva
ERR2764896	4	1	3	ZellerG_2014	France	saliva
RSZYD18187818	14	2	12	4D_SZ	China	saliva
RDPYD18075176	19	4	15	4D_SZ	China	saliva
YS000391	11	1	10	Yunnan	China	saliva
RSZYD18187135	13	1	12	4D_SZ	China	saliva
YS000616	16	3	13	Yunnan	China	saliva
RSZYD18187687	4	1	3	4D_SZ	China	saliva
RDPYD18089034	35	7	28	4D_SZ	China	tongue
YS000207	19	5	14	Yunnan	China	saliva
RSZYD18187254	8	1	7	4D_SZ	China	saliva
RDPYD18300110	9	1	8	4D_SZ	China	saliva
RSZYD18078677	2	0	2	4D_SZ	China	saliva
RSZYD18187465	16	4	12	4D_SZ	China	saliva
RSZYD18078087	19	2	17	4D_SZ	China	saliva
RSZYD18078643	25	2	23	4D_SZ	China	saliva
RSZYD18187646	25	4	21	4D_SZ	China	saliva
RSZYD18187572	25	3	22	4D_SZ	China	saliva
RSZYD18187468	19	2	17	4D_SZ	China	saliva
RSZYD18078481	26	2	24	4D_SZ	China	saliva
RDPYD18088905	32	7	25	4D_SZ	China	tongue
RSZYD18078136	16	3	13	4D_SZ	China	saliva
SRS476151	4	1	3	IlanaB_2019	Fiji	saliva
RSZYD18187531	20	4	16	4D_SZ	China	saliva
RSZYD18078576	9	1	8	4D_SZ	China	saliva
YS000308	15	2	13	Yunnan	China	saliva
YS000352	4	2	2	Yunnan	China	saliva
YS000388	3	0	3	Yunnan	China	saliva
YS000392	14	3	11	Yunnan	China	saliva
RDPYD18189926	7	1	6	4D_SZ	China	saliva
RDPYD18300307	9	0	9	4D_SZ	China	saliva
RSZYD18187195	12	2	10	4D_SZ	China	saliva
ERR2764860	6	0	6	ZellerG_2014	France	saliva
RSZYD18187973	11	3	8	4D_SZ	China	saliva
ERR589429	6	2	4	ZhangX_2015	China	saliva
YS001036	15	1	14	Yunnan	China	saliva
RSZYD18187145	6	0	6	4D_SZ	China	saliva
RSZYD18187324	16	1	15	4D_SZ	China	saliva
RDPYD18300177	8	0	8	4D_SZ	China	saliva
RSZYD18187455	14	3	11	4D_SZ	China	saliva
RDPYD18189801	11	2	9	4D_SZ	China	saliva
RSZYD18078444	28	4	24	4D_SZ	China	saliva
YS000363	9	3	6	Yunnan	China	saliva
RSZYD18187253	9	2	7	4D_SZ	China	saliva
RSZYD18187498	23	4	19	4D_SZ	China	saliva
RDPYD18189872	9	1	8	4D_SZ	China	saliva
RDPYD18300330	10	0	10	4D_SZ	China	saliva
RSZYD18078102	24	3	21	4D_SZ	China	saliva
RSZYD18187701	13	2	11	4D_SZ	China	saliva
YS000676	5	2	3	Yunnan	China	saliva
ERR589435	24	5	19	ZhangX_2015	China	saliva
RSZYD18078184	11	2	9	4D_SZ	China	saliva
RSZYD18187989	8	2	6	4D_SZ	China	saliva
RSZYD18187497	9	3	6	4D_SZ	China	saliva
RSZYD18187228	11	1	10	4D_SZ	China	saliva
RDPYD18079675	31	4	27	4D_SZ	China	tongue
RDPYD18190858	29	4	25	4D_SZ	China	tongue
YS000330	1	0	1	Yunnan	China	saliva
RDPYD18300133	4	1	3	4D_SZ	China	saliva
ERR589393	20	6	14	ZhangX_2015	China	saliva
RDPYD18300164	19	3	16	4D_SZ	China	saliva
RSZYD18187634	9	0	9	4D_SZ	China	saliva
RDPYD18300059	12	1	11	4D_SZ	China	saliva
RSZYD18187585	8	1	7	4D_SZ	China	saliva
YS000264	5	1	4	Yunnan	China	saliva
RSZYD18187824	1	0	1	4D_SZ	China	saliva
RDPYD18088849	22	3	19	4D_SZ	China	saliva
RSZYD18078601	9	2	7	4D_SZ	China	saliva
RDPYD18189859	12	1	11	4D_SZ	China	saliva
RSZYD18093179	34	5	29	4D_SZ	China	tongue
SRR8114093	8	1	7	Heintz_2016	Luxembourg	saliva
RSZYD18078044	30	4	26	4D_SZ	China	saliva
YS000274	16	3	13	Yunnan	China	saliva
RSZYD18078238	13	4	9	4D_SZ	China	saliva
RDPYD18189969	13	3	10	4D_SZ	China	saliva
SRR6748017	6	0	6	GoltsmanDSA_2018	USA	saliva
RSZYD18187861	17	2	15	4D_SZ	China	saliva
RSZYD18078014	14	0	14	4D_SZ	China	saliva
RDPYD18300030	26	1	25	4D_SZ	China	saliva
YS000484	7	2	5	Yunnan	China	saliva
RSZYD18187038	16	4	12	4D_SZ	China	saliva
RSZYD18187793	2	0	2	4D_SZ	China	saliva
YS000217	14	4	10	Yunnan	China	saliva
YS001064	5	3	2	Yunnan	China	saliva
RDPYD18089049	20	3	17	4D_SZ	China	tongue
YS000750	13	3	10	Yunnan	China	saliva
YS000384	4	1	3	Yunnan	China	saliva
RSZYD18078225	15	1	14	4D_SZ	China	saliva
RDPYD18089299	22	3	19	4D_SZ	China	tongue
RSZYD18187398	22	5	17	4D_SZ	China	saliva
YS000128	8	0	8	Yunnan	China	saliva
ERR2764883	1	0	1	ZellerG_2014	France	saliva
SRR8114044	6	1	5	Heintz_2016	Luxembourg	saliva
YS000986	9	1	8	Yunnan	China	saliva
