sample_id	MAGs(HQ&MQ)	uMAGs	kMAGs	studys	country	oral_site
RSZYD18187415	9	2	7	4D_SZ	China	saliva
YS000452	3	1	2	Yunnan	China	saliva
SRR6748163	7	2	5	GoltsmanDSA_2018	USA	saliva
RSZYD18187256	23	2	21	4D_SZ	China	saliva
RDPYD18089359	22	3	19	4D_SZ	China	tongue
RSZYD18187093	12	2	10	4D_SZ	China	saliva
YS000342	3	1	2	Yunnan	China	saliva
ERR589654	10	2	8	ZhangX_2015	China	dental
YS000531	19	1	18	Yunnan	China	saliva
YS000660	4	1	3	Yunnan	China	saliva
RDPYD18088866	19	3	16	4D_SZ	China	tongue
RSZYD18187181	11	3	8	4D_SZ	China	saliva
RDPYD18300191	11	2	9	4D_SZ	China	saliva
ERR589661	26	3	23	ZhangX_2015	China	dental
YS000682	10	1	9	Yunnan	China	saliva
RSZYD18187129	8	1	7	4D_SZ	China	saliva
ERR2764876	3	0	3	ZellerG_2014	France	saliva
YS000266	11	1	10	Yunnan	China	saliva
RDPYD18075180	21	1	20	4D_SZ	China	saliva
RDPYD18088979	26	4	22	4D_SZ	China	saliva
RDPYD18300277	15	2	13	4D_SZ	China	saliva
RDPYD18089342	26	5	21	4D_SZ	China	tongue
RSZYD18078535	25	5	20	4D_SZ	China	saliva
YS001021	5	1	4	Yunnan	China	saliva
RDPYD18189878	21	3	18	4D_SZ	China	saliva
RSZYD18187953	26	3	23	4D_SZ	China	saliva
RDPYD18088956	11	1	10	4D_SZ	China	saliva
YS000400	3	1	2	Yunnan	China	saliva
YS000671	18	3	15	Yunnan	China	saliva
RSZYD18187004	11	1	10	4D_SZ	China	saliva
RSZYD18088549	20	3	17	4D_SZ	China	tongue
SRR6748116	6	1	5	GoltsmanDSA_2018	USA	saliva
RDPYD18189810	11	3	8	4D_SZ	China	saliva
RSZYD18078561	10	1	9	4D_SZ	China	saliva
RSZYD18187638	6	1	5	4D_SZ	China	saliva
RSZYD18078132	24	0	24	4D_SZ	China	saliva
ERR2764793	1	0	1	ZellerG_2014	Germany	saliva
YS000927	23	1	22	Yunnan	China	saliva
RSZYD18078634	19	3	16	4D_SZ	China	saliva
RDPYD18190848	36	5	31	4D_SZ	China	tongue
RSZYD18187949	7	0	7	4D_SZ	China	saliva
RDPYD18089313	20	1	19	4D_SZ	China	tongue
RSZYD18187626	33	1	32	4D_SZ	China	saliva
YS001155	12	1	11	Yunnan	China	saliva
YS000269	2	0	2	Yunnan	China	saliva
RSZYD18187322	24	3	21	4D_SZ	China	saliva
RDPYD18088921	28	4	24	4D_SZ	China	tongue
RSZYD18078404	23	1	22	4D_SZ	China	saliva
ERR589467	13	2	11	ZhangX_2015	China	saliva
RDPYD18300116	19	1	18	4D_SZ	China	saliva
RSZYD18078154	2	1	1	4D_SZ	China	saliva
RSZYD18187433	26	3	23	4D_SZ	China	saliva
RDPYD18189854	19	1	18	4D_SZ	China	saliva
YS000604	16	2	14	Yunnan	China	saliva
RDPYD18189988	27	2	25	4D_SZ	China	saliva
RDPYD18189887	28	2	26	4D_SZ	China	saliva
RDPYD18093614	23	0	23	4D_SZ	China	tongue
YS000584	8	1	7	Yunnan	China	saliva
YS000432	8	1	7	Yunnan	China	saliva
RDPYD18189805	9	1	8	4D_SZ	China	saliva
RDPYD18300201	11	1	10	4D_SZ	China	saliva
ERR2764956	6	0	6	ZellerG_2014	France	saliva
YS000729	14	0	14	Yunnan	China	saliva
ERR589413	5	0	5	ZhangX_2015	China	saliva
RSZYD18187622	3	0	3	4D_SZ	China	saliva
RSZYD18187694	16	2	14	4D_SZ	China	saliva
RDPYD18300181	3	0	3	4D_SZ	China	saliva
RSZYD18187769	16	5	11	4D_SZ	China	saliva
RSZYD18078765	6	0	6	4D_SZ	China	saliva
RSZYD18078131	14	1	13	4D_SZ	China	saliva
RDPYD18089239	40	7	33	4D_SZ	China	tongue
RSZYD18187225	7	2	5	4D_SZ	China	saliva
RSZYD18078744	9	1	8	4D_SZ	China	saliva
YS000257	13	1	12	Yunnan	China	saliva
YS000073	18	1	17	Yunnan	China	saliva
RSZYD18187053	4	0	4	4D_SZ	China	saliva
RDPYD18300089	12	2	10	4D_SZ	China	saliva
YS000725	22	4	18	Yunnan	China	saliva
RSZYD18078563	21	4	17	4D_SZ	China	saliva
YS000338	12	3	9	Yunnan	China	saliva
RSZYD18078177	16	1	15	4D_SZ	China	saliva
RSZYD18078564	19	1	18	4D_SZ	China	saliva
RSZYD18187527	39	1	38	4D_SZ	China	saliva
RSZYD18187159	19	1	18	4D_SZ	China	saliva
RDPYD18189829	12	1	11	4D_SZ	China	saliva
RSZYD18187831	21	2	19	4D_SZ	China	saliva
YS000428	12	1	11	Yunnan	China	saliva
RDPYD18089028	29	4	25	4D_SZ	China	tongue
RSZYD18187243	27	4	23	4D_SZ	China	saliva
RDPYD18088805	22	3	19	4D_SZ	China	saliva
RDPYD18300357	6	0	6	4D_SZ	China	saliva
RDPYD18300146	12	2	10	4D_SZ	China	saliva
RDPYD18300145	11	1	10	4D_SZ	China	saliva
RSZYD18187576	33	7	26	4D_SZ	China	saliva
SRR6748090	2	0	2	GoltsmanDSA_2018	USA	saliva
RDPYD18189889	19	0	19	4D_SZ	China	saliva
RSZYD18187180	10	1	9	4D_SZ	China	saliva
RDPYD18300200	10	1	9	4D_SZ	China	saliva
RSZYD18187056	20	2	18	4D_SZ	China	saliva
YS000586	14	3	11	Yunnan	China	saliva
YS000397	9	2	7	Yunnan	China	saliva
ERR589431	11	2	9	ZhangX_2015	China	saliva
ERR589427	16	4	12	ZhangX_2015	China	saliva
RSZYD18187819	4	1	3	4D_SZ	China	saliva
RSZYD18187474	16	0	16	4D_SZ	China	saliva
ERR589718	25	4	21	ZhangX_2015	China	saliva
SRR8114029	2	1	1	Heintz_2016	Luxembourg	saliva
RDPYD18089369	30	4	26	4D_SZ	China	tongue
YS000336	4	0	4	Yunnan	China	saliva
RDPYD18300131	6	0	6	4D_SZ	China	saliva
RDPYD18190845	35	8	27	4D_SZ	China	tongue
RSZYD18187889	13	1	12	4D_SZ	China	saliva
ERR2764960	5	0	5	ZellerG_2014	France	saliva
RSZYD18187837	1	0	1	4D_SZ	China	saliva
RSZYD18187233	9	1	8	4D_SZ	China	saliva
YS001159	2	0	2	Yunnan	China	saliva
ERR2764990	2	0	2	ZellerG_2014	France	saliva
YS000601	7	0	7	Yunnan	China	saliva
RSZYD18078363	17	1	16	4D_SZ	China	saliva
RSZYD18078710	16	2	14	4D_SZ	China	saliva
YS001066	14	1	13	Yunnan	China	saliva
RSZYD18187950	14	1	13	4D_SZ	China	saliva
RSZYD18187981	9	2	7	4D_SZ	China	saliva
ERR2765009	3	0	3	ZellerG_2014	France	saliva
RDPYD18300206	8	1	7	4D_SZ	China	saliva
YS000365	3	1	2	Yunnan	China	saliva
RSZYD18078435	17	3	14	4D_SZ	China	saliva
RDPYD18088837	15	0	15	4D_SZ	China	saliva
YS000554	15	2	13	Yunnan	China	saliva
SRR8114056	21	0	21	Heintz_2016	Luxembourg	saliva
YS001136	7	1	6	Yunnan	China	saliva
ERR589476	32	7	25	ZhangX_2015	China	dental
RSZYD18078214	29	4	25	4D_SZ	China	saliva
YS000473	15	1	14	Yunnan	China	saliva
ERR2764823	3	1	2	ZellerG_2014	Germany	saliva
RDPYD18300075	31	4	27	4D_SZ	China	saliva
RDPYD18300199	19	2	17	4D_SZ	China	saliva
RSZYD18078570	15	6	9	4D_SZ	China	saliva
YS000124	7	1	6	Yunnan	China	saliva
YS000038	6	1	5	Yunnan	China	saliva
RSZYD18187964	20	0	20	4D_SZ	China	saliva
RSZYD18078328	11	3	8	4D_SZ	China	saliva
YS000203	4	1	3	Yunnan	China	saliva
RDPYD18300409	9	0	9	4D_SZ	China	saliva
RSZYD18078546	17	3	14	4D_SZ	China	saliva
RSZYD18187573	10	0	10	4D_SZ	China	saliva
RSZYD18187198	6	0	6	4D_SZ	China	saliva
RDPYD18300207	5	0	5	4D_SZ	China	saliva
RDPYD18300322	6	0	6	4D_SZ	China	saliva
ERR2764939	3	0	3	ZellerG_2014	France	saliva
RSZYD18187406	8	0	8	4D_SZ	China	saliva
RSZYD18187996	6	1	5	4D_SZ	China	saliva
RDPYD18189952	28	3	25	4D_SZ	China	saliva
RSZYD18078396	14	2	12	4D_SZ	China	saliva
RSZYD18078216	22	2	20	4D_SZ	China	saliva
RSZYD18187035	2	1	1	4D_SZ	China	saliva
RSZYD18187992	17	0	17	4D_SZ	China	saliva
RSZYD18187165	14	2	12	4D_SZ	China	saliva
RDPYD18300289	7	0	7	4D_SZ	China	saliva
ERR589653	33	7	26	ZhangX_2015	China	dental
RSZYD18187586	21	3	18	4D_SZ	China	saliva
YS000285	15	2	13	Yunnan	China	saliva
RSZYD18187012	25	3	22	4D_SZ	China	saliva
ERR2764854	4	0	4	ZellerG_2014	France	saliva
YS000591	10	2	8	Yunnan	China	saliva
RSZYD18078358	4	0	4	4D_SZ	China	saliva
SRS475932	4	0	4	IlanaB_2019	Fiji	saliva
RDPYD18189965	24	4	20	4D_SZ	China	saliva
RDPYD18089311	35	6	29	4D_SZ	China	tongue
ERR589610	17	4	13	ZhangX_2015	China	dental
RDPYD18300170	7	0	7	4D_SZ	China	saliva
YS000615	8	2	6	Yunnan	China	saliva
RDPYD18089355	23	1	22	4D_SZ	China	tongue
ERR2764921	6	2	4	ZellerG_2014	France	saliva
ERR589470	38	12	26	ZhangX_2015	China	dental
RDPYD18300259	2	1	1	4D_SZ	China	saliva
RDPYD18189901	13	1	12	4D_SZ	China	saliva
RDPYD18189807	6	0	6	4D_SZ	China	saliva
RSZYD18078749	20	5	15	4D_SZ	China	saliva
RDPYD18300120	9	1	8	4D_SZ	China	saliva
YS000623	15	3	12	Yunnan	China	saliva
RDPYD18088922	9	3	6	4D_SZ	China	tongue
RSZYD18078342	12	2	10	4D_SZ	China	saliva
RSZYD18187476	4	2	2	4D_SZ	China	saliva
RSZYD18078267	21	0	21	4D_SZ	China	saliva
YS000077	7	3	4	Yunnan	China	saliva
SRR8114078	8	0	8	Heintz_2016	Luxembourg	saliva
RSZYD18078401	10	2	8	4D_SZ	China	saliva
RDPYD18300390	11	1	10	4D_SZ	China	saliva
ERR589724	26	2	24	ZhangX_2015	China	saliva
RDPYD18088779	10	3	7	4D_SZ	China	saliva
YS000550	11	3	8	Yunnan	China	saliva
RDPYD18088945	23	2	21	4D_SZ	China	tongue
RDPYD18089232	32	5	27	4D_SZ	China	tongue
RDPYD18089230	22	8	14	4D_SZ	China	tongue
RSZYD18078792	5	0	5	4D_SZ	China	saliva
RSZYD18078675	16	3	13	4D_SZ	China	saliva
RSZYD18187845	5	0	5	4D_SZ	China	saliva
YS000901	19	3	16	Yunnan	China	saliva
RSZYD18187213	8	0	8	4D_SZ	China	saliva
YS000989	19	1	18	Yunnan	China	saliva
RSZYD18078237	5	1	4	4D_SZ	China	saliva
SRR8114049	12	1	11	Heintz_2016	Luxembourg	saliva
RSZYD18078780	13	1	12	4D_SZ	China	saliva
SRR8114013	20	0	20	Heintz_2016	Luxembourg	saliva
RSZYD18187479	18	2	16	4D_SZ	China	saliva
YS000946	3	1	2	Yunnan	China	saliva
RDPYD18189937	3	0	3	4D_SZ	China	saliva
SRR8114071	7	1	6	Heintz_2016	Luxembourg	saliva
YS000347	4	0	4	Yunnan	China	saliva
RSZYD18187360	15	0	15	4D_SZ	China	saliva
RDPYD18088831	8	1	7	4D_SZ	China	saliva
RDPYD18300252	5	0	5	4D_SZ	China	saliva
YS000080	6	0	6	Yunnan	China	saliva
YS000138	13	0	13	Yunnan	China	saliva
RDPYD18190868	12	2	10	4D_SZ	China	tongue
RSZYD18187685	7	1	6	4D_SZ	China	saliva
RSZYD18078278	14	1	13	4D_SZ	China	saliva
YS000419	1	1	0	Yunnan	China	saliva
RDPYD18089046	26	1	25	4D_SZ	China	tongue
RDPYD18300391	8	0	8	4D_SZ	China	saliva
ERR2764891	4	1	3	ZellerG_2014	France	saliva
RSZYD18187029	16	3	13	4D_SZ	China	saliva
RSZYD18078123	7	0	7	4D_SZ	China	saliva
RSZYD18078579	19	3	16	4D_SZ	China	saliva
YS000418	14	2	12	Yunnan	China	saliva
YS000395	16	4	12	Yunnan	China	saliva
RDPYD18300395	16	1	15	4D_SZ	China	saliva
RDPYD18300008	21	5	16	4D_SZ	China	saliva
YS000539	3	1	2	Yunnan	China	saliva
RSZYD18187223	8	1	7	4D_SZ	China	saliva
ERR2764937	3	1	2	ZellerG_2014	France	saliva
RDPYD18189865	24	2	22	4D_SZ	China	saliva
RSZYD18187938	9	1	8	4D_SZ	China	saliva
ERR589371	37	6	31	ZhangX_2015	China	dental
RDPYD18300338	15	4	11	4D_SZ	China	saliva
ERR589358	40	6	34	ZhangX_2015	China	dental
ERR589541	31	7	24	ZhangX_2015	China	dental
RSZYD18187379	19	2	17	4D_SZ	China	saliva
RSZYD18187291	11	4	7	4D_SZ	China	saliva
RSZYD18187046	15	1	14	4D_SZ	China	saliva
YS000300	4	0	4	Yunnan	China	saliva
RDPYD18089008	38	7	31	4D_SZ	China	tongue
ERR2764962	5	0	5	ZellerG_2014	France	saliva
RSZYD18187984	27	2	25	4D_SZ	China	saliva
RSZYD18187869	4	2	2	4D_SZ	China	saliva
RSZYD18187424	11	1	10	4D_SZ	China	saliva
RDPYD18300024	14	0	14	4D_SZ	China	saliva
YS000632	16	4	12	Yunnan	China	saliva
YS000372	7	1	6	Yunnan	China	saliva
ERR589482	15	3	12	ZhangX_2015	China	dental
YS000655	8	2	6	Yunnan	China	saliva
RSZYD18187110	11	0	11	4D_SZ	China	saliva
RDPYD18300345	17	4	13	4D_SZ	China	saliva
ERR589463	30	7	23	ZhangX_2015	China	dental
RSZYD18187438	19	3	16	4D_SZ	China	saliva
RDPYD18189976	13	1	12	4D_SZ	China	saliva
YS001103	4	1	3	Yunnan	China	saliva
RDPYD18300118	14	1	13	4D_SZ	China	saliva
RSZYD18187161	3	0	3	4D_SZ	China	saliva
YS000201	17	2	15	Yunnan	China	saliva
RDPYD18189990	7	1	6	4D_SZ	China	saliva
RSZYD18187732	22	2	20	4D_SZ	China	saliva
RSZYD18078506	22	1	21	4D_SZ	China	saliva
RSZYD18187369	23	3	20	4D_SZ	China	saliva
RDPYD18300263	19	3	16	4D_SZ	China	saliva
RSZYD18078090	7	1	6	4D_SZ	China	saliva
RSZYD18187613	13	3	10	4D_SZ	China	saliva
RDPYD18088925	35	4	31	4D_SZ	China	tongue
RDPYD18300242	6	0	6	4D_SZ	China	saliva
RDPYD18088862	23	2	21	4D_SZ	China	tongue
ERR589607	39	7	32	ZhangX_2015	China	dental
YS001065	2	0	2	Yunnan	China	saliva
RDPYD18190849	33	2	31	4D_SZ	China	tongue
ERR2764998	13	0	13	ZellerG_2014	France	saliva
RSZYD18187668	11	0	11	4D_SZ	China	saliva
RSZYD18187870	12	0	12	4D_SZ	China	saliva
RDPYD18189921	30	2	28	4D_SZ	China	saliva
YS000366	17	2	15	Yunnan	China	saliva
RDPYD18089036	24	1	23	4D_SZ	China	tongue
RDPYD18189948	9	0	9	4D_SZ	China	saliva
RSZYD18187090	5	1	4	4D_SZ	China	saliva
ERR2764819	13	2	11	ZellerG_2014	Germany	saliva
YS000449	3	0	3	Yunnan	China	saliva
ERR589601	35	2	33	ZhangX_2015	China	dental
RDPYD18300384	9	2	7	4D_SZ	China	saliva
RDPYD18189942	1	1	0	4D_SZ	China	saliva
YS001002	6	1	5	Yunnan	China	saliva
RDPYD18189809	10	1	9	4D_SZ	China	saliva
RSZYD18187883	6	0	6	4D_SZ	China	saliva
RSZYD18187504	3	1	2	4D_SZ	China	saliva
RSZYD18078061	23	3	20	4D_SZ	China	saliva
ERR2764936	2	1	1	ZellerG_2014	France	saliva
ERR2764972	6	1	5	ZellerG_2014	France	saliva
YS000368	5	1	4	Yunnan	China	saliva
RSZYD18078503	21	3	18	4D_SZ	China	saliva
RDPYD18300016	5	0	5	4D_SZ	China	saliva
SRR6748009	4	0	4	GoltsmanDSA_2018	USA	saliva
YS000928	12	6	6	Yunnan	China	saliva
RSZYD18187109	13	1	12	4D_SZ	China	saliva
ERR589514	17	2	15	ZhangX_2015	China	dental
RSZYD18187310	4	1	3	4D_SZ	China	saliva
RSZYD18078282	16	1	15	4D_SZ	China	saliva
ERR589606	19	2	17	ZhangX_2015	China	dental
SRS475691	1	0	1	IlanaB_2019	Fiji	saliva
YS000995	5	0	5	Yunnan	China	saliva
RDPYD18300356	5	2	3	4D_SZ	China	saliva
ERR589446	16	2	14	ZhangX_2015	China	dental
ERR2764973	7	1	6	ZellerG_2014	France	saliva
SRR8114040	7	0	7	Heintz_2016	Luxembourg	saliva
RSZYD18187373	15	2	13	4D_SZ	China	saliva
RSZYD18187830	4	1	3	4D_SZ	China	saliva
ERR589719	34	5	29	ZhangX_2015	China	saliva
ERR589352	25	5	20	ZhangX_2015	China	dental
RDPYD18190869	22	1	21	4D_SZ	China	tongue
YS000657	1	0	1	Yunnan	China	saliva
YS000516	3	1	2	Yunnan	China	saliva
RSZYD18078445	15	2	13	4D_SZ	China	saliva
RSZYD18187340	21	1	20	4D_SZ	China	saliva
ERR589640	32	7	25	ZhangX_2015	China	dental
RSZYD18187357	4	1	3	4D_SZ	China	saliva
RDPYD18089242	25	4	21	4D_SZ	China	tongue
ERR589646	27	6	21	ZhangX_2015	China	dental
RSZYD18078229	5	1	4	4D_SZ	China	saliva
RSZYD18187811	13	1	12	4D_SZ	China	saliva
ERR589605	30	4	26	ZhangX_2015	China	dental
RSZYD18187725	9	2	7	4D_SZ	China	saliva
ERR589379	21	5	16	ZhangX_2015	China	dental
RSZYD18187409	20	1	19	4D_SZ	China	saliva
RSZYD18187047	14	0	14	4D_SZ	China	saliva
YS000434	4	1	3	Yunnan	China	saliva
RDPYD18089303	21	2	19	4D_SZ	China	tongue
RDPYD18088863	21	2	19	4D_SZ	China	tongue
ERR589711	17	1	16	ZhangX_2015	China	saliva
ERR589522	4	0	4	ZhangX_2015	China	saliva
YS000619	11	1	10	Yunnan	China	saliva
ERR2764899	9	2	7	ZellerG_2014	France	saliva
RSZYD18187691	15	3	12	4D_SZ	China	saliva
RSZYD18187067	17	1	16	4D_SZ	China	saliva
RSZYD18187602	27	3	24	4D_SZ	China	saliva
RDPYD18089289	20	3	17	4D_SZ	China	tongue
RSZYD18187640	12	2	10	4D_SZ	China	saliva
RDPYD18189866	32	4	28	4D_SZ	China	saliva
SRR6748162	8	1	7	GoltsmanDSA_2018	USA	saliva
RSZYD18078266	15	0	15	4D_SZ	China	saliva
RSZYD18187840	17	2	15	4D_SZ	China	saliva
RDPYD18189974	6	0	6	4D_SZ	China	saliva
YS001163	3	1	2	Yunnan	China	saliva
RSZYD18187879	10	1	9	4D_SZ	China	saliva
YS000211	17	1	16	Yunnan	China	saliva
RSZYD18187581	8	0	8	4D_SZ	China	saliva
ERR2764851	1	1	0	ZellerG_2014	France	saliva
RSZYD18078504	5	0	5	4D_SZ	China	saliva
RDPYD18089031	28	4	24	4D_SZ	China	tongue
YS000603	3	0	3	Yunnan	China	saliva
RSZYD18078023	3	0	3	4D_SZ	China	saliva
RDPYD18093624	15	1	14	4D_SZ	China	tongue
RDPYD18089306	33	4	29	4D_SZ	China	tongue
RDPYD18300157	5	1	4	4D_SZ	China	saliva
RSZYD18187209	6	0	6	4D_SZ	China	saliva
RDPYD18190863	28	3	25	4D_SZ	China	tongue
RDPYD18189962	10	1	9	4D_SZ	China	saliva
RSZYD18078080	9	0	9	4D_SZ	China	saliva
RSZYD18078512	7	1	6	4D_SZ	China	saliva
RSZYD18078670	20	2	18	4D_SZ	China	saliva
SRS476048	1	0	1	IlanaB_2019	Fiji	saliva
YS000894	16	3	13	Yunnan	China	saliva
RSZYD18187608	21	2	19	4D_SZ	China	saliva
SRS475663	1	0	1	IlanaB_2019	Fiji	saliva
RSZYD18187273	38	8	30	4D_SZ	China	saliva
ERR2764974	6	1	5	ZellerG_2014	France	saliva
SRS475654	2	1	1	IlanaB_2019	Fiji	saliva
YS000542	5	1	4	Yunnan	China	saliva
RDPYD18088918	23	4	19	4D_SZ	China	tongue
SRR8114095	14	0	14	Heintz_2016	Luxembourg	saliva
RSZYD18078091	5	1	4	4D_SZ	China	saliva
RDPYD18089285	31	4	27	4D_SZ	China	tongue
RSZYD18187305	14	3	11	4D_SZ	China	saliva
RDPYD18190847	31	10	21	4D_SZ	China	tongue
RDPYD18189830	33	4	29	4D_SZ	China	saliva
RSZYD18078308	8	1	7	4D_SZ	China	saliva
RSZYD18187200	10	1	9	4D_SZ	China	saliva
RSZYD18078105	36	2	34	4D_SZ	China	saliva
ERR2764806	12	3	9	ZellerG_2014	Germany	saliva
RSZYD18187210	25	5	20	4D_SZ	China	saliva
RDPYD18300350	2	0	2	4D_SZ	China	saliva
RDPYD18190853	22	1	21	4D_SZ	China	tongue
RSZYD18078149	8	1	7	4D_SZ	China	saliva
RSZYD18187149	12	0	12	4D_SZ	China	saliva
RSZYD18187555	11	3	8	4D_SZ	China	saliva
ERR2764978	4	0	4	ZellerG_2014	France	saliva
YS000917	12	1	11	Yunnan	China	saliva
RSZYD18187715	21	3	18	4D_SZ	China	saliva
RSZYD18187103	7	3	4	4D_SZ	China	saliva
RDPYD18300080	5	0	5	4D_SZ	China	saliva
ERR589478	22	4	18	ZhangX_2015	China	dental
RSZYD18078768	14	4	10	4D_SZ	China	saliva
RDPYD18088811	8	2	6	4D_SZ	China	saliva
RSZYD18187718	25	4	21	4D_SZ	China	saliva
RDPYD18089331	23	5	18	4D_SZ	China	tongue
YS000899	6	2	4	Yunnan	China	saliva
YS000670	5	2	3	Yunnan	China	saliva
RDPYD18189957	33	6	27	4D_SZ	China	saliva
YS000536	5	1	4	Yunnan	China	saliva
YS000299	21	1	20	Yunnan	China	saliva
RDPYD18189911	12	2	10	4D_SZ	China	saliva
YS001048	11	1	10	Yunnan	China	saliva
RSZYD18078653	6	2	4	4D_SZ	China	saliva
RSZYD18078774	29	5	24	4D_SZ	China	saliva
RSZYD18078698	11	2	9	4D_SZ	China	saliva
RSZYD18187493	10	0	10	4D_SZ	China	saliva
RDPYD18088998	20	1	19	4D_SZ	China	tongue
RSZYD18187537	44	4	40	4D_SZ	China	saliva
YS000900	15	2	13	Yunnan	China	saliva
ERR2764846	3	0	3	ZellerG_2014	France	saliva
RDPYD18088855	3	0	3	4D_SZ	China	saliva
YS000602	11	2	9	Yunnan	China	saliva
YS000015	2	0	2	Yunnan	China	saliva
YS000339	7	0	7	Yunnan	China	saliva
RSZYD18187015	11	2	9	4D_SZ	China	saliva
RSZYD18187092	13	2	11	4D_SZ	China	saliva
ERR2764885	2	0	2	ZellerG_2014	France	saliva
YS000906	15	4	11	Yunnan	China	saliva
RDPYD18300061	21	3	18	4D_SZ	China	saliva
RDPYD18088974	5	0	5	4D_SZ	China	saliva
RSZYD18078137	12	1	11	4D_SZ	China	saliva
RSZYD18187802	19	5	14	4D_SZ	China	saliva
RSZYD18187002	26	6	20	4D_SZ	China	saliva
RSZYD18078183	21	2	19	4D_SZ	China	saliva
ERR589629	37	7	30	ZhangX_2015	China	dental
YS001162	5	1	4	Yunnan	China	saliva
RDPYD18089367	23	0	23	4D_SZ	China	tongue
ERR589685	14	1	13	ZhangX_2015	China	saliva
RSZYD18187335	21	3	18	4D_SZ	China	saliva
ERR589425	25	3	22	ZhangX_2015	China	saliva
RDPYD18300303	28	3	25	4D_SZ	China	saliva
RSZYD18187399	5	1	4	4D_SZ	China	saliva
RSZYD18078261	5	1	4	4D_SZ	China	saliva
RSZYD18187931	13	1	12	4D_SZ	China	saliva
RSZYD18088556	22	5	17	4D_SZ	China	tongue
RSZYD18078600	6	1	5	4D_SZ	China	saliva
YS000922	10	2	8	Yunnan	China	saliva
ERR2764929	5	0	5	ZellerG_2014	France	saliva
SRR8114058	12	2	10	Heintz_2016	Luxembourg	saliva
RSZYD18078488	5	1	4	4D_SZ	China	saliva
RSZYD18078078	10	1	9	4D_SZ	China	saliva
RDPYD18189880	24	2	22	4D_SZ	China	saliva
RSZYD18078303	4	1	3	4D_SZ	China	saliva
RDPYD18300127	20	2	18	4D_SZ	China	saliva
YS000552	19	5	14	Yunnan	China	saliva
SRR6748038	9	1	8	GoltsmanDSA_2018	USA	saliva
SRR8114060	19	3	16	Heintz_2016	Luxembourg	saliva
RSZYD18187244	33	4	29	4D_SZ	China	saliva
RDPYD18300072	15	2	13	4D_SZ	China	saliva
RDPYD18300123	14	2	12	4D_SZ	China	saliva
RSZYD18078064	7	0	7	4D_SZ	China	saliva
RSZYD18187571	4	0	4	4D_SZ	China	saliva
RDPYD18189977	3	0	3	4D_SZ	China	saliva
RSZYD18078470	9	0	9	4D_SZ	China	saliva
RDPYD18300389	4	2	2	4D_SZ	China	saliva
RDPYD18089350	27	5	22	4D_SZ	China	tongue
RDPYD18300308	6	0	6	4D_SZ	China	saliva
YS000150	5	2	3	Yunnan	China	saliva
RSZYD18187678	14	2	12	4D_SZ	China	saliva
SRR8114016	11	1	10	Heintz_2016	Luxembourg	saliva
RDPYD18088809	5	1	4	4D_SZ	China	saliva
RSZYD18187958	11	5	6	4D_SZ	China	saliva
RSZYD18187009	12	3	9	4D_SZ	China	saliva
ERR589716	5	0	5	ZhangX_2015	China	saliva
YS000754	17	2	15	Yunnan	China	saliva
RSZYD18187478	11	1	10	4D_SZ	China	saliva
RSZYD18187136	2	1	1	4D_SZ	China	saliva
ERR2764904	3	1	2	ZellerG_2014	France	saliva
RSZYD18187150	18	2	16	4D_SZ	China	saliva
YS000361	9	0	9	Yunnan	China	saliva
ERR2764864	7	0	7	ZellerG_2014	France	saliva
YS000289	1	1	0	Yunnan	China	saliva
RSZYD18187689	27	3	24	4D_SZ	China	saliva
RDPYD18088900	27	6	21	4D_SZ	China	tongue
RDPYD18088971	3	0	3	4D_SZ	China	saliva
ERR2764867	8	1	7	ZellerG_2014	France	saliva
SRR8114054	21	0	21	Heintz_2016	Luxembourg	saliva
YS000305	17	2	15	Yunnan	China	saliva
RSZYD18078474	6	2	4	4D_SZ	China	saliva
RDPYD18089372	31	0	31	4D_SZ	China	tongue
ERR2764995	4	0	4	ZellerG_2014	France	saliva
SRR6748110	7	2	5	GoltsmanDSA_2018	USA	saliva
RDPYD18088844	10	2	8	4D_SZ	China	saliva
SRR6748085	10	2	8	GoltsmanDSA_2018	USA	saliva
RSZYD18187236	11	1	10	4D_SZ	China	saliva
RDPYD18088865	37	4	33	4D_SZ	China	tongue
SRR6748084	1	0	1	GoltsmanDSA_2018	USA	saliva
RSZYD18187192	20	3	17	4D_SZ	China	saliva
ERR2764922	8	2	6	ZellerG_2014	France	saliva
RSZYD18187199	12	2	10	4D_SZ	China	saliva
RSZYD18187630	8	2	6	4D_SZ	China	saliva
ERR589491	4	1	3	ZhangX_2015	China	saliva
RSZYD18078480	8	2	6	4D_SZ	China	saliva
RDPYD18300339	28	3	25	4D_SZ	China	saliva
RDPYD18088856	17	1	16	4D_SZ	China	saliva
RSZYD18187321	9	1	8	4D_SZ	China	saliva
RSZYD18078803	13	1	12	4D_SZ	China	saliva
RDPYD18089368	30	1	29	4D_SZ	China	tongue
RSZYD18078419	14	5	9	4D_SZ	China	saliva
YS000407	8	0	8	Yunnan	China	saliva
RSZYD18187570	11	1	10	4D_SZ	China	saliva
YS001075	9	0	9	Yunnan	China	saliva
YS000896	2	0	2	Yunnan	China	saliva
RDPYD18300369	12	2	10	4D_SZ	China	saliva
RSZYD18078330	4	0	4	4D_SZ	China	saliva
RSZYD18078716	7	2	5	4D_SZ	China	saliva
YS000035	12	1	11	Yunnan	China	saliva
RDPYD18300316	7	0	7	4D_SZ	China	saliva
